Initial_position,Initial_velocity,Mass,Time,Position
521,95,50,86,44931.4
110,42,76,35,7582.5
612,88,5,19,4052.9
66,69,31,85,41333.5
60,70,96,2,219.6
814,84,6,11,2330.9
181,63,55,13,1828.1
770,23,26,63,21667.100000000002
631,69,35,80,37511.0
322,11,53,8,723.6
600,14,88,81,33882.9
45,32,55,78,32352.600000000002
7,75,28,87,43620.100000000006
256,55,88,7,881.1
717,95,72,92,50930.600000000006
300,30,43,38,8515.6
902,65,54,92,48355.600000000006
223,41,14,43,11046.1
532,87,67,59,22721.9
163,89,27,50,16863.0
187,31,85,18,2332.6000000000004
229,92,90,75,34691.5
95,96,87,56,20837.4
301,34,93,98,50692.600000000006
622,13,73,99,49933.9
636,1,37,36,7022.400000000001
312,70,44,83,39878.100000000006
401,36,56,95,48043.5
617,95,29,66,28231.4
572,55,23,39,10169.900000000001
416,20,50,8,889.6
366,46,11,94,47986.4
715,7,98,77,30306.100000000002
798,59,70,4,1112.4
19,55,85,85,40096.5
257,34,66,56,17527.4
549,22,17,74,29009.4
554,79,84,84,41764.4
282,99,63,15,2869.5
300,13,71,84,35966.4
623,77,91,98,55228.600000000006
938,3,78,30,5438.0
664,14,97,74,28532.4
939,94,38,5,1531.5
519,19,54,78,31812.600000000002
110,95,69,26,5892.4
439,48,65,5,801.5
226,35,45,48,13195.6
384,71,43,27,5873.1
763,37,15,18,3016.6000000000004
71,63,35,14,1913.4
355,62,69,97,52473.100000000006
213,55,4,14,1943.4
385,89,96,75,34622.5
40,67,79,16,2366.4
396,98,51,85,44128.5
417,38,55,64,22919.4
708,97,50,14,3026.4
592,49,68,61,21813.9
972,72,19,33,8684.1
88,26,59,7,510.1
721,63,85,83,39706.100000000006
874,82,74,63,25488.100000000002
581,13,97,23,3472.1000000000004
281,48,98,6,745.4
394,70,5,15,2546.5
988,89,91,76,36054.4
106,39,83,73,29065.100000000002
537,42,31,29,5875.900000000001
224,53,72,76,32554.4
839,52,11,78,34706.600000000006
314,90,43,13,2312.1
190,58,10,52,16455.6
439,58,14,36,8877.400000000001
85,57,76,60,21145.0
242,22,38,49,13084.900000000001
933,46,54,51,16023.900000000001
597,39,36,97,50484.100000000006
201,89,82,49,16326.900000000001
953,27,69,73,29036.100000000002
680,4,73,89,39848.9
105,69,69,14,2031.4
93,99,97,22,4642.6
182,34,19,58,18637.600000000002
70,43,59,42,10519.6
198,59,2,17,2617.1000000000004
471,83,35,81,39342.9
449,76,61,80,37889.0
169,63,92,74,31663.4
775,96,89,26,6583.4
473,97,49,72,32858.600000000006
397,67,75,47,14370.1
980,17,64,58,18449.600000000002
789,5,37,74,27991.4
577,30,11,72,28138.600000000002
933,93,46,55,20870.5
322,15,12,37,7585.1
378,77,72,39,10833.900000000001
991,74,17,84,41781.4
695,6,57,63,20521.100000000002
366,86,79,30,7356.0
259,19,50,30,5239.0
303,4,48,25,3465.5
275,83,60,44,13413.400000000001
302,2,33,5,434.5
398,45,99,58,19491.600000000002
526,57,78,42,11563.6
102,16,97,64,21196.4
557,62,35,22,4292.6
529,49,11,73,30218.100000000002
492,40,2,72,28773.600000000002
6,75,61,70,29266.0
190,21,95,32,5879.6
640,69,49,17,3229.1000000000004
812,2,9,40,8732.0
485,25,5,47,12484.1
180,36,91,53,15852.1
356,77,82,60,22616.0
223,75,5,4,601.4
359,76,47,71,30455.9
818,97,35,8,1907.6
235,98,33,19,3865.9
443,56,40,12,1820.6
484,97,50,39,11719.900000000001
354,2,84,4,440.4
512,51,2,67,25925.100000000002
401,13,38,57,17062.1
420,27,27,9,1059.9
596,96,48,16,3386.4
878,21,2,43,10841.1
94,26,46,87,39444.100000000006
233,3,19,48,11666.6
585,60,30,57,19925.1
770,72,34,76,34544.4
997,31,71,20,3577.0
121,16,97,51,13681.900000000001
644,92,74,81,40244.9
125,80,15,21,3965.9
839,4,13,52,14296.6
977,64,12,30,7307.0
652,41,77,3,819.1
370,66,63,92,47915.600000000006
743,28,36,73,28899.100000000002
590,26,22,87,39940.100000000006
689,7,86,29,5012.900000000001
618,26,53,50,14168.0
337,37,70,5,644.5
247,7,25,77,29838.100000000002
583,46,90,84,39021.4
891,34,18,44,11873.400000000001
93,13,13,78,30918.600000000002
296,29,7,21,3065.9
879,68,72,67,27431.100000000002
998,29,37,9,1655.9
598,23,39,63,21495.100000000002
515,18,75,31,5781.900000000001
760,76,80,63,24996.100000000002
78,79,40,96,52820.4
867,36,17,30,6357.0
145,58,44,37,8999.1
247,26,64,84,37005.4
779,25,99,78,32540.600000000002
537,51,81,38,9550.6
707,63,45,78,35432.600000000006
638,6,48,89,39984.9
198,75,95,50,16198.0
808,41,98,26,5186.4
648,50,99,12,1953.6
279,88,4,75,34441.5
761,4,90,18,2420.6000000000004
884,95,63,71,32329.9
111,24,36,9,723.9000000000001
627,27,46,52,15280.6
312,29,74,5,579.5
854,17,56,94,45748.4
460,32,14,62,21279.600000000002
690,25,83,50,14190.0
37,88,68,90,47647.0
534,26,96,31,6048.900000000001
344,65,19,38,9889.6
505,50,27,24,4527.4
457,29,52,31,6064.900000000001
952,13,95,98,49285.600000000006
175,50,42,5,547.5
322,13,38,6,576.4
303,62,32,10,1413.0
344,1,32,4,426.4
930,42,80,22,4225.6
926,55,39,67,26607.100000000002
789,6,64,45,10981.5
309,29,43,15,1846.5
906,63,98,40,11266.0
160,23,69,10,880.0
136,87,40,88,45737.600000000006
877,37,91,27,5448.1
871,69,24,64,25357.4
214,58,21,31,6720.900000000001
70,9,87,60,18250.0
974,17,66,70,26174.0
414,71,65,98,54431.600000000006
233,83,30,88,45482.600000000006
11,10,19,34,6015.400000000001
975,66,55,46,14379.400000000001
100,27,35,45,11237.5
590,49,84,30,6470.0
73,57,56,18,2686.6000000000004
538,69,36,42,12079.6
359,72,62,81,38339.9
863,60,2,35,8965.5
716,5,63,34,6550.400000000001
930,46,43,48,14427.6
781,38,1,17,2843.1000000000004
634,60,70,42,11797.6
689,97,47,79,38932.9
225,52,30,50,15075.0
737,56,78,92,47362.600000000006
684,95,96,5,1281.5
118,29,90,28,4771.6
149,10,31,66,22153.4
824,12,54,74,28544.4
779,19,25,22,3568.6000000000004
208,47,24,51,15349.900000000001
837,12,24,19,2833.9
846,53,91,28,6171.6
129,41,89,3,296.1
250,22,70,27,4416.1
854,50,13,97,51808.100000000006
98,71,18,34,8176.400000000001
343,14,82,28,4576.6
800,87,8,43,13601.1
998,29,18,36,8392.400000000001
54,19,95,84,36224.4
908,1,20,31,5647.900000000001
438,71,95,55,19165.5
224,19,51,53,14995.1
623,25,34,56,17389.4
256,92,46,95,53218.5
289,17,5,76,29883.4
15,85,50,34,8569.400000000001
741,82,50,71,31263.9
797,5,48,6,1003.4
571,51,69,76,32749.4
262,32,12,51,14638.900000000001
885,41,51,41,10802.900000000001
895,42,1,52,16328.6
477,19,98,85,37494.5
176,61,80,11,1439.9
883,28,9,11,1783.9
73,48,6,70,27443.0
311,84,86,88,45648.600000000006
913,15,97,86,38443.4
574,22,31,39,8884.900000000001
469,27,56,84,37311.4
563,33,73,82,36216.600000000006
439,27,59,17,2314.1000000000004
64,81,63,57,20601.1
654,49,75,45,12781.5
137,63,26,62,22878.600000000002
343,66,1,75,32855.5
228,85,55,71,30963.9
152,64,62,25,4814.5
893,34,63,45,12345.5
979,78,44,23,5365.1
732,85,34,98,56121.600000000006
495,70,5,43,12565.1
351,54,10,39,9909.900000000001
873,60,38,11,2125.9
128,94,17,83,41686.100000000006
712,25,56,19,2955.9
748,78,80,93,50382.100000000006
506,79,62,70,30046.0
2,59,35,68,26671.600000000002
993,53,7,2,1118.6
369,38,11,28,5274.6
658,52,61,96,50808.4
289,45,39,66,24603.4
23,2,75,15,1155.5
430,83,97,45,14087.5
462,52,16,44,12236.400000000001
924,88,20,29,7596.900000000001
53,45,35,33,6874.1
965,13,90,11,1700.9
759,50,84,47,13933.1
332,33,44,43,10811.1
277,83,70,91,48406.9
64,58,44,87,42198.100000000006
242,69,60,89,45195.9
195,78,49,29,6577.900000000001
740,88,55,35,9822.5
538,67,2,50,16138.0
542,31,72,83,36871.100000000006
667,77,33,20,4167.0
285,33,65,73,28806.100000000002
681,12,29,55,16163.500000000002
220,80,81,73,32172.100000000002
318,81,35,49,16051.900000000001
116,49,90,61,21337.9
840,93,31,49,17161.9
951,45,48,65,24578.5
5,61,38,57,19402.1
301,68,92,45,13283.5
649,60,35,59,21245.9
854,67,61,38,10475.6
523,89,91,70,30763.0
82,58,29,97,51812.100000000006
905,44,81,5,1247.5
944,67,2,71,30401.9
884,73,13,20,4304.0
785,9,99,66,22723.4
378,56,32,2,509.6
901,17,58,65,22708.5
582,32,95,40,9702.0
750,36,80,48,13767.6
339,83,78,58,21636.600000000002
796,46,22,13,2222.1
33,27,30,60,19293.0
527,7,11,44,10321.400000000001
97,39,60,58,18842.600000000002
756,26,95,82,35835.600000000006
833,11,6,45,11250.5
396,48,35,69,27036.9
881,44,34,85,40023.5
181,3,36,68,23042.600000000002
60,40,64,79,33800.9
906,28,79,58,19013.600000000002
577,44,32,4,831.4
611,17,45,81,34136.9
330,55,1,17,2681.1000000000004
286,47,8,62,22035.600000000002
604,40,47,73,29636.100000000002
258,7,31,16,1624.4
17,74,8,73,31531.100000000002
578,73,80,6,1192.4
420,44,72,56,18250.4
864,36,44,1,904.9
566,23,26,88,40535.600000000006
91,75,59,80,37451.0
500,44,57,72,29069.600000000002
648,16,78,11,1416.9
889,54,68,40,10889.0
850,8,43,95,45832.5
483,95,93,64,26633.4
324,16,41,69,24756.9
841,37,69,79,34344.9
410,30,32,45,11682.5
663,84,48,54,19487.4
160,49,30,34,7490.400000000001
132,16,73,68,23877.600000000002
313,2,45,58,16912.600000000002
621,39,83,21,3600.9
744,14,17,96,47246.4
95,91,78,42,12560.6
617,3,34,7,878.1
118,69,85,34,8128.400000000001
722,92,69,61,24566.9
684,50,2,51,15978.900000000001
885,78,21,41,12319.900000000001
736,20,77,3,840.1
651,34,82,93,46193.100000000006
861,55,77,37,9604.1
650,86,35,78,37169.600000000006
751,74,75,32,8136.6
774,40,66,22,4025.6000000000004
973,26,13,54,16665.4
355,92,65,97,55383.100000000006
992,1,36,8,1313.6
215,38,85,89,42409.9
631,84,11,86,44095.4
546,29,72,52,15303.6
940,39,34,16,2818.4
465,88,57,51,17697.9
171,60,42,3,395.1
137,65,97,2,286.6
930,68,18,34,8906.400000000001
249,82,64,97,54307.100000000006
177,21,28,46,11511.400000000001
136,17,84,45,10823.5
850,82,15,89,46960.9
670,77,91,74,33200.4
480,28,10,76,30910.4
973,29,84,44,11735.400000000001
145,1,34,62,19042.600000000002
148,87,80,91,48641.9
383,87,78,49,16410.9
650,97,51,5,1257.5
230,97,85,94,52644.4
373,35,21,66,24027.4
89,3,19,39,7658.900000000001
799,56,74,84,40077.4
699,7,11,61,19358.9
689,54,39,3,895.1
563,69,96,41,11628.900000000001
81,97,92,22,4586.6
949,89,26,94,52611.4
216,40,51,45,11938.5
693,93,40,38,11302.6
44,16,80,86,37660.4
666,60,70,11,1918.9
450,49,3,77,33275.100000000006
521,82,34,99,56663.9
364,94,11,64,26450.4
176,92,86,59,22660.9
954,16,36,57,17786.1
208,21,22,51,14023.900000000001
89,20,44,19,2237.9
65,75,85,55,19012.5
445,33,48,42,10474.6
113,40,64,24,3895.4
472,59,62,27,5637.1
897,35,64,1,936.9
2,9,82,46,10784.400000000001
363,23,20,82,35196.600000000006
826,87,32,8,1835.6
959,2,8,95,45371.5
37,5,94,5,184.5
409,53,25,74,31163.4
499,32,19,42,10486.6
967,77,98,99,56614.9
55,54,77,18,2614.6000000000004
726,94,46,51,18264.9
244,5,88,54,14802.400000000001
243,74,37,98,54554.600000000006
997,31,27,11,1930.9
821,19,99,23,3850.1000000000004
287,20,98,89,40879.9
138,25,88,97,48667.100000000006
748,65,26,94,50154.4
408,28,97,4,598.4
347,48,71,1,399.9
958,72,31,47,15166.1
309,78,1,76,34539.4
93,26,80,13,1259.1
404,54,24,71,28938.9
38,91,29,11,1631.9
387,43,20,56,18161.4
30,35,69,39,8847.900000000001
843,46,46,58,19994.600000000002
935,12,30,15,2217.5
61,41,14,33,6750.1
690,96,73,1,790.9
210,15,86,88,39475.600000000006
127,72,35,76,33901.4
593,4,64,80,32273.000000000004
760,81,31,82,40349.600000000006
368,24,80,52,14865.6
961,8,99,18,2692.6000000000004
966,60,98,85,41468.5
514,9,23,8,899.6
647,80,58,15,2949.5
271,53,53,54,17421.4
837,49,4,13,2302.1
708,24,61,20,3148.0
19,87,81,63,24948.100000000002
713,44,46,60,20993.0
433,8,54,37,7437.1
888,64,50,32,7953.6
220,66,13,40,10700.0
830,97,78,93,52231.100000000006
795,74,19,76,34721.4
333,10,68,99,49347.9
207,36,66,93,45935.100000000006
87,7,77,98,47832.600000000006
212,65,72,8,1045.6
566,76,84,85,42428.5
815,24,10,1,843.9
877,98,48,37,11211.1
679,43,75,77,33042.100000000006
279,46,98,45,12271.5
90,7,2,6,308.4
148,54,74,89,43766.9
688,45,61,80,35648.0
639,29,64,49,13824.900000000001
965,67,1,25,5702.5
549,21,47,9,1134.9
441,75,29,15,2668.5
143,78,45,64,25205.4
577,56,43,82,38116.600000000006
657,61,64,42,11862.6
34,78,99,93,49668.100000000006
649,41,5,59,20124.9
739,72,71,60,22699.0
949,9,3,78,31462.600000000002
721,10,70,19,2679.9
376,41,59,92,45621.600000000006
69,81,88,4,471.4
604,28,62,45,11786.5
252,71,36,61,22815.9
922,77,90,73,32655.100000000002
120,42,19,10,1030.0
502,48,13,81,36538.9
577,17,76,83,35744.100000000006
693,30,36,38,8908.6
631,61,58,39,10462.900000000001
615,77,10,78,36432.600000000006
26,97,8,2,239.6
349,44,32,30,6079.0
437,12,21,60,18797.0
114,38,49,36,7832.400000000001
785,50,62,10,1775.0
318,86,6,67,28076.100000000002
277,34,32,89,42115.9
761,92,73,44,14295.400000000001
929,72,13,10,2139.0
28,36,62,81,35092.9
642,21,80,42,10167.6
402,4,31,88,38699.600000000006
987,26,98,51,15057.900000000001
961,37,7,61,21450.9
470,68,35,57,20266.1
609,11,82,15,1876.5
485,67,8,58,20854.600000000002
113,46,60,3,295.1
882,66,58,75,33394.5
851,6,54,9,1301.9
857,41,65,22,4130.6
213,50,29,29,5783.900000000001
427,41,81,9,1192.9
520,94,25,9,1762.9
203,43,96,37,8502.1
119,42,23,96,49309.4
446,41,99,39,9497.900000000001
405,27,66,97,49128.100000000006
533,69,14,37,9794.1
605,85,6,70,30565.0
799,68,26,96,52485.4
264,72,35,72,30849.600000000002
337,47,13,95,49024.5
792,40,63,80,35352.0
216,65,66,53,17425.1
848,96,85,52,19089.6
441,30,8,35,7493.5
710,25,35,9,1331.9
56,21,49,3,163.1
271,37,5,57,18300.1
953,66,8,61,23211.9
653,3,89,4,743.4
201,10,19,94,44437.4
946,43,85,53,16989.1
32,5,96,15,1209.5
504,69,85,19,3583.9
279,12,10,66,22415.4
166,20,44,64,21516.4
760,32,16,98,50955.600000000006
563,48,24,24,4537.4
188,15,87,42,9461.6
305,32,90,17,2265.1000000000004
899,64,56,57,20467.1
336,58,44,68,26937.600000000002
558,41,61,80,35198.0
838,17,12,88,40279.600000000006
340,55,98,29,6055.900000000001
716,73,20,19,3871.9
322,54,63,10,1352.0
205,32,62,23,3533.1000000000004
907,20,42,47,12671.1
435,22,11,31,5825.900000000001
582,96,80,42,13257.6
652,82,29,78,36859.600000000006
383,70,30,15,2535.5
654,55,68,79,35579.9
953,9,63,30,5633.0
925,81,97,44,13975.400000000001
225,58,81,11,1455.9
51,25,8,39,8478.900000000001
940,53,75,35,8797.5
321,35,64,1,360.9
600,30,23,49,13834.900000000001
397,87,14,88,45998.600000000006
850,1,50,75,28487.500000000004
409,62,91,32,7410.6
935,50,57,58,20318.600000000002
612,31,27,34,7330.400000000001
961,12,35,94,45385.4
681,39,42,34,7671.400000000001
360,60,79,32,7297.6
59,31,65,84,37237.4
654,13,27,18,2475.6000000000004
284,13,38,8,701.6
15,81,67,33,8024.1
94,57,46,96,50724.4
412,74,73,17,3086.1000000000004
996,27,70,16,2682.4
862,89,62,12,2635.6
854,13,10,80,33254.0
869,46,82,81,36743.9
395,62,28,52,16868.6
958,61,21,19,3885.9
928,46,42,45,12920.5
983,83,67,55,20370.5
600,16,31,65,22342.5
668,1,1,16,1938.4
778,19,29,54,16092.400000000001
264,91,98,62,24741.600000000002
399,42,75,33,7121.1
19,77,43,44,12893.400000000001
279,47,33,89,43274.9
521,66,36,38,10104.6
764,34,14,76,31650.4
748,66,76,15,2840.5
339,35,26,93,45974.100000000006
824,68,60,47,14844.1
4,60,66,27,5196.1
86,78,31,73,31892.100000000002
296,26,55,62,20743.600000000002
693,73,31,68,28314.600000000002
351,18,12,51,14013.900000000001
128,9,2,47,11375.1
216,67,17,29,6279.900000000001
465,13,24,72,26802.600000000002
69,43,68,35,7576.5
284,85,52,80,38444.0
275,74,56,83,40173.100000000006
628,75,38,12,2233.6
743,57,63,41,11316.900000000001
33,34,41,5,325.5
510,12,29,41,9238.900000000001
19,21,73,44,10429.400000000001
26,53,86,57,18967.1
704,92,50,98,56779.600000000006
954,52,28,95,50116.5
722,60,77,62,23277.600000000002
824,6,19,4,926.4
463,66,78,51,16573.9
794,10,4,90,41384.0
569,19,66,14,1795.4
375,24,65,52,14872.6
843,34,1,91,44513.9
145,24,66,66,23073.4
494,11,3,94,44824.4
847,72,36,75,33809.5
521,10,67,84,35935.4
394,54,20,25,4806.5
15,54,55,9,897.9000000000001
469,53,37,74,31223.4
45,84,43,70,29935.0
271,58,48,35,8303.5
48,71,51,35,8535.5
190,93,70,77,36403.100000000006
263,56,16,91,45935.9
854,6,34,81,33488.9
413,24,59,82,35328.600000000006
307,49,24,5,674.5
984,73,4,5,1471.5
34,35,39,86,39284.4
318,46,42,12,1575.6
55,3,81,35,6162.5
570,10,97,5,742.5
702,61,25,86,42188.4
598,65,35,4,936.4
922,49,8,46,13544.400000000001
54,26,57,17,1912.1000000000001
66,2,61,68,22859.600000000002
755,89,1,68,29464.600000000002
577,79,87,20,4117.0
776,99,36,65,27913.5
767,24,68,8,1272.6
239,63,63,16,2501.4
527,95,63,60,23867.0
291,76,27,16,2761.4
276,92,57,36,9938.400000000001
650,70,48,95,51522.5
526,68,15,96,52212.4
193,52,38,20,3193.0
1,4,2,77,29361.100000000002
18,71,55,44,12628.400000000001
739,98,40,2,954.6
267,16,37,31,5471.900000000001
703,18,29,65,22575.5
868,46,51,30,6658.0
141,33,39,30,5541.0
505,48,49,39,9829.900000000001
49,48,4,49,14165.900000000001
375,69,55,14,2301.4
730,52,79,78,34597.600000000006
788,17,53,61,20057.9
281,56,52,48,14258.6
470,88,52,82,40633.600000000006
104,94,77,17,3118.1000000000004
136,22,73,8,625.6
66,98,21,33,8636.1
466,10,68,19,2424.9
863,51,54,93,47986.100000000006
426,47,17,75,31513.500000000004
621,57,29,71,29368.9
613,48,88,40,10373.0
189,50,22,34,7553.400000000001
636,86,44,42,12891.6
942,72,94,2,1105.6
991,64,60,80,37471.0
916,99,70,41,13211.900000000001
972,19,72,88,40589.600000000006
355,34,63,63,21945.100000000002
781,90,68,90,48571.0
335,8,69,54,15055.400000000001
666,51,91,1,721.9
194,19,39,6,484.4
313,28,1,23,3549.1000000000004
46,10,39,34,6050.400000000001
114,43,66,67,24991.100000000002
217,37,30,90,43237.0
152,18,34,1,174.9
177,26,23,17,2035.1000000000001
6,24,36,73,27870.100000000002
454,32,71,43,10890.1
19,90,3,75,34331.5
855,82,1,80,38775.0
717,5,94,50,13217.0
490,28,11,43,10754.1
251,33,95,64,22433.4
287,12,83,89,40167.9
681,68,7,51,16893.9
963,1,10,4,1045.4
354,70,53,57,20264.1
639,51,49,2,760.6
161,4,17,46,10713.400000000001
441,57,77,17,2826.1000000000004
587,96,19,95,53929.5
224,30,62,73,28526.100000000002
580,11,71,32,5949.6
454,90,34,26,6106.4
836,67,9,82,39277.600000000006
378,27,94,62,20887.600000000002
323,50,91,92,46396.600000000006
30,53,35,93,47339.100000000006
448,21,52,74,28834.4
381,57,32,79,35464.9
589,69,4,15,2726.5
688,2,65,6,876.4
801,79,70,83,41114.100000000006
337,97,89,87,45864.100000000006
885,44,25,35,8427.5
781,33,82,50,14681.0
474,79,45,45,13951.5
991,46,9,57,19533.1
317,26,1,8,838.6
842,26,96,13,2008.1
236,94,10,24,5314.4
50,53,50,88,42659.600000000006
853,90,7,76,35995.4
906,10,78,49,13160.900000000001
728,23,87,12,1709.6
741,58,14,26,5561.4
955,8,38,2,990.6
61,10,86,98,48100.600000000006
866,87,44,52,18639.6
724,60,11,23,4696.1
22,21,80,23,3097.1000000000004
171,57,64,60,21231.0
376,94,31,62,25039.600000000002
547,50,85,24,4569.4
57,60,82,95,49979.5
622,55,2,80,36382.0
104,90,1,78,36935.600000000006
337,54,52,95,49689.5
125,57,32,39,9800.900000000001
779,56,51,14,2523.4
393,90,48,74,33885.4
140,17,25,81,33665.9
101,26,39,73,28111.100000000002
72,6,49,64,20526.4
537,77,62,12,2166.6
899,8,95,65,22121.5
99,38,77,13,1421.1
511,30,45,35,7563.5
42,33,96,10,862.0
901,80,58,12,2566.6
363,35,66,59,19484.9
604,91,69,50,17404.0
59,69,23,98,53880.600000000006
22,15,22,93,43797.100000000006
391,3,1,43,9580.1
964,27,69,81,35299.9
4,98,88,42,12763.6
704,67,30,12,2213.6
867,55,91,65,25144.5
263,90,96,83,41489.100000000006
67,57,74,55,18024.5
69,51,80,7,666.1
834,1,8,75,28471.500000000004
621,90,49,91,49387.9
796,68,1,29,6888.900000000001
667,55,15,53,17346.1
353,68,75,43,12337.1
117,31,29,72,27750.600000000002
893,92,10,51,18329.9
931,83,19,14,3053.4
907,94,69,1,1005.9
506,87,4,19,3927.9
987,32,34,77,32503.100000000002
53,57,5,94,48707.4
192,34,20,64,22438.4
526,8,34,66,22398.4
11,6,24,32,5220.6
268,2,84,34,6000.400000000001
930,78,97,25,5942.5
265,25,63,95,46862.5
329,45,89,57,18814.1
122,68,63,41,11146.900000000001
878,53,20,22,4415.6
324,18,74,60,19044.0
725,44,24,43,11677.1
890,52,25,37,9522.1
730,9,10,17,2299.1000000000004
373,91,95,51,17758.9
269,18,36,4,419.4
933,90,75,56,21339.4
662,22,62,37,8184.1
292,31,28,39,8953.900000000001
721,52,76,93,47937.100000000006
207,87,63,47,15120.1
829,28,93,54,16629.4
369,6,58,7,651.1
401,67,93,42,11858.6
300,97,92,85,43947.5
818,43,10,50,15218.0
580,49,88,74,31038.4
173,12,58,40,8493.0
34,44,58,44,11456.400000000001
117,43,31,12,1338.6
195,70,92,41,11301.900000000001
